Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2018-05-04  13:42:34,1,0.0,1.0,-15.0,-15.0,59.83,16.42,-1.68,2.96,-0.84,1939.5,1838.76,89.8,73.17,21.24,1184.0,114.0,10973.0,44.71,21.94
2018-05-10  12:11:16,1,0.0,1.0,-15.0,-15.0,58.17,-2.58,-2.39,2.78,-3.41,1069.26,850.6,79.72,63.16,40.45,181.0,37.0,11400.0,45.03,27.43
2018-05-10  13:30:01,1,0.0,3.0,-15.0,-15.0,57.02,-14.97,-4.18,2.79,-5.52,982.3,1042.32,75.1,55.55,-7.45,1080.0,127.0,-320.0,41.44,15.19
2018-05-16  08:17:59,1,0.0,13.0,-3.0,13.0,51.37,-8.91,-3.06,2.93,-2.15,1351.54,1233.14,92.86,73.68,13.12,1982.0,125.0,1864.0,47.63,24.16
2018-05-16  08:26:32,1,0.0,0.0,-15.0,-15.0,31.05,-10.1,-7.99,2.4,-4.49,2377.36,2172.25,93.36,85.11,20.1,1164.0,47.0,9452.0,55.1,37.28
2018-05-16  13:21:50,1,0.0,8.0,-15.0,-15.0,32.95,-17.53,-8.75,1.35,-6.4,2421.28,2183.81,85.62,66.66,6.74,2555.0,161.0,18741.0,39.84,19.33
2018-05-18  14:20:44,1,0.0,43.0,-3.0,43.0,97.64,0.61,1.04,0.78,2.58,2937.82,2992.61,99.54,85.37,10.11,11615.0,749.0,25177.0,52.17,49.71
2018-05-18  15:53:20,1,0.0,4.0,-3.0,4.0,97.31,2.75,-0.08,0.17,2.84,2696.75,2622.31,99.62,81.4,17.93,2374.0,73.0,25602.0,50.97,53.17
2018-05-18  16:00:12,1,0.0,10.0,-2.0,10.0,97.11,4.22,1.77,-0.41,4.14,3812.12,3611.52,99.77,76.92,14.22,2913.0,131.0,29560.0,52.42,59.38
2018-05-18  16:23:57,1,0.0,12.0,-9.0,10.0,96.21,17.24,3.17,-0.75,5.21,916.79,752.3,87.78,57.89,17.66,1870.0,97.0,11884.0,42.7,7.54
2018-05-21  08:15:15,1,0.0,13.0,-2.0,13.0,94.66,23.93,5.48,-0.84,6.62,1057.3,740.66,96.63,74.29,4.55,2699.0,117.0,16958.0,47.21,17.15
2018-05-21  08:23:45,1,0.0,1.0,-3.0,1.0,92.9,18.4,4.78,-0.61,5.6,1040.3,784.57,96.94,75.0,17.63,793.0,65.0,17316.0,45.13,17.83
